category,answer_id,question_id,question_title,author_name,char_count,story_score,voteup_count,favorite_count,url,txt_file,json_file,sha256
02_古风穿越重生,3071436220,458336079,有什么好看的女配文吗？,宫墙往事,5886,1.0,41958,11814,https://www.zhihu.com/question/458336079/answer/3071436220,02_古风穿越重生/3071436220_458336079.txt,02_古风穿越重生/3071436220_458336079.json,c652c3f6ab45bfe750774b9f09393de001813358b03a9a3e0dfe2474b7d8a0b1
02_古风穿越重生,1631935032,426631158,如何以「我是他结发十年的太子妃，他登基后却只封我为贵妃」开头写一个故事？,那年初夏,8557,1.0,39006,32091,https://www.zhihu.com/question/426631158/answer/1631935032,02_古风穿越重生/1631935032_426631158.txt,02_古风穿越重生/1631935032_426631158.json,0d076f3b813ce3494b2b5f5d2fd25754471299f0cde9050d276a720668f9fd3e
02_古风穿越重生,3271930719,543129935,有什么复仇爽文这类文推荐吗？,啦啦啦,6264,1.0,38794,9915,https://www.zhihu.com/question/543129935/answer/3271930719,02_古风穿越重生/3271930719_543129935.txt,02_古风穿越重生/3271930719_543129935.json,e71e5c0f743aef09594be146bfaad47aedd1df56fa67e137000acc6e5725e84a
02_古风穿越重生,3497433145,497298931,有什么女主比较佛系，高质量的古言推荐？,想不到,6393,1.0,28610,12866,https://www.zhihu.com/question/497298931/answer/3497433145,02_古风穿越重生/3497433145_497298931.txt,02_古风穿越重生/3497433145_497298931.json,6b4a191a7e00c940044d726c1564b7d3d212559eb544d839a7205df3a84ed285
02_古风穿越重生,1589224479,430397988,如何以「我重生在反派boss的床上」为开头写一篇故事？,玉米晓夫,6042,1.0,28394,36291,https://www.zhihu.com/question/430397988/answer/1589224479,02_古风穿越重生/1589224479_430397988.txt,02_古风穿越重生/1589224479_430397988.json,48a73fbdf9dcac80c66e41168ab22b16ac23892e81890d502afb978a00f3c5d3
02_古风穿越重生,3451477373,333069559,有哪些好看的重生古言？,否寿春,9797,1.0,26749,4776,https://www.zhihu.com/question/333069559/answer/3451477373,02_古风穿越重生/3451477373_333069559.txt,02_古风穿越重生/3451477373_333069559.json,9219b5386351fa7c5acbf62f69faf077de106f164b9e1997315abd4e6194bb88
02_古风穿越重生,2072707481,480427802,如何以「今日宴席上的舞姬与先皇后长得一模一样」为开头写一个故事？,林璃,5718,1.0,26488,29853,https://www.zhihu.com/question/480427802/answer/2072707481,02_古风穿越重生/2072707481_480427802.txt,02_古风穿越重生/2072707481_480427802.json,b8d8db9e2e624259fd7394c4c41dd614ab9883252eaa151d069bc31d73a9d2d4
02_古风穿越重生,2095520381,52992276,当后宫争宠时，皇帝在想什么？,人间废料,6914,1.0,24402,15341,https://www.zhihu.com/question/52992276/answer/2095520381,02_古风穿越重生/2095520381_52992276.txt,02_古风穿越重生/2095520381_52992276.json,f03ac1bedffcb2c83df4ea548f58e38a9afecae0219bd4e0acecf8c2bb5d8c04
02_古风穿越重生,2768241024,383441037,有没有什么让你念念不忘的古言推荐？,夜的第七梦,8932,1.0,23724,12826,https://www.zhihu.com/question/383441037/answer/2768241024,02_古风穿越重生/2768241024_383441037.txt,02_古风穿越重生/2768241024_383441037.json,faeaf7b935a6ea0b2d94ca10c97d47edc64ec95923619e5047061d709e0f021b
02_古风穿越重生,3366398532,333069559,有哪些好看的重生古言？,冰溏心西瓜,5471,1.0,20382,2699,https://www.zhihu.com/question/333069559/answer/3366398532,02_古风穿越重生/3366398532_333069559.txt,02_古风穿越重生/3366398532_333069559.json,1ff6fd1f26df8f983f7e33bb6446d5d0f25c0ca8fd8ac953f85b41db129fa8f0
02_古风穿越重生,3374100910,389863691,有没有女主是妖艳贱货类型的古言小说？,森林小香樟,6965,1.0,20101,9868,https://www.zhihu.com/question/389863691/answer/3374100910,02_古风穿越重生/3374100910_389863691.txt,02_古风穿越重生/3374100910_389863691.json,cb2db2121e6e92a1ba800494517ad68735a64b236dc42cacc6448a5a452326d5
02_古风穿越重生,2344342078,445174404,有没有魂穿恶毒女配最后顺利拿下男主的甜文？,散发弄扁舟,6176,1.0,19873,26300,https://www.zhihu.com/question/445174404/answer/2344342078,02_古风穿越重生/2344342078_445174404.txt,02_古风穿越重生/2344342078_445174404.json,18bb6e350acfa6870a9e3e2a630968c20db5623eec33771a15706e0dccdb2fc0
02_古风穿越重生,2880269982,50291345,有没有什么好看的女配修仙文？,神仙研究所,6598,1.0,19257,8269,https://www.zhihu.com/question/50291345/answer/2880269982,02_古风穿越重生/2880269982_50291345.txt,02_古风穿越重生/2880269982_50291345.json,8811a575b751bbb0b8287d075d657b33b833deb78e582952162e48657782a0b8
02_古风穿越重生,2916747611,433114720,有没有爆笑无脑沙雕文可以推荐一下?,小尘,6938,1.0,18756,16201,https://www.zhihu.com/question/433114720/answer/2916747611,02_古风穿越重生/2916747611_433114720.txt,02_古风穿越重生/2916747611_433114720.json,a8e3759280078f7957fd430d49fdb59f5ebadfb0936d293cc1c48e7b56ce7d72
02_古风穿越重生,3520819374,643804304,有没有好看的双男主文啊？,dejavuuuuu,5619,1.0,16656,6841,https://www.zhihu.com/question/643804304/answer/3520819374,02_古风穿越重生/3520819374_643804304.txt,02_古风穿越重生/3520819374_643804304.json,7e1c863dc2d4d8c3a91f2db805cb1a8a27b0312c3dc99ff9baf8186c06e6f371
02_古风穿越重生,2628079790,543206973,如何以【穿越成乙女游戏里的小透明】为开头，写一部小说？,白藏,8609,1.0,15835,33302,https://www.zhihu.com/question/543206973/answer/2628079790,02_古风穿越重生/2628079790_543206973.txt,02_古风穿越重生/2628079790_543206973.json,a531f7732dfa95d1b28594b81d1f7750f04ad5328d28c3b757abad78ede350b9
02_古风穿越重生,3074603341,529774896,有没有什么爽文，看了特别上头那种？,半日闲闲,9319,1.0,15471,16520,https://www.zhihu.com/question/529774896/answer/3074603341,02_古风穿越重生/3074603341_529774896.txt,02_古风穿越重生/3074603341_529774896.json,2de751af3c4124aba02b080f74833b0cb663ad91d71521587f245563441eab93
02_古风穿越重生,2251273199,426631158,如何以「我是他结发十年的太子妃，他登基后却只封我为贵妃」开头写一个故事？,梦境失火,8251,1.0,14640,17335,https://www.zhihu.com/question/426631158/answer/2251273199,02_古风穿越重生/2251273199_426631158.txt,02_古风穿越重生/2251273199_426631158.json,784cf48f8e58656635dc36cef42bb4712093b76f066789dbc8b43836e233d79b
